拾人牙慧;shí rén yá huì;recueillir les sages paroles d’autrui;reprendre à son compte les mots et les idées d’autrui;plagier quelqu'un;s’approprier des traits d’esprit d’autrui. ;;;;;;;;
牙白口清;yá bái kǒu qīng;dent blanche et bouche nette;élocution claire et distincte;avoir la réplique facile.;;;;;;;;;
咬紧牙关;yǎo jǐn yáguān ;serrer les dents de douleur; serrer les dents;tenir bon;bander son énergie;s’apprêter à une rude épreuve (Aussi  咬定牙关 yǎo dìng yáguān).;;;;;;;
咬牙切齿;yǎo yá qiē chǐ;grincer des dents;dire en serrant les dents;se mordre les lèvres de rage;nourrir une haine implacable contre quelqu'un;haïr à mort.;;;;;;;
以牙还牙;yǐ yá huán yá;dent pour dentrendre la pareille;œil pour œil, dent pour dent (Prov.).;;;;;;;;;;
张牙舞爪;zhāng yá wǔ zhǎo ;montrer les dents et jouer des griffes;prendre des airs menaçants;donner du bec et de l’ongle;;monter sur ses ergots (sur ses grands chevaux).;;;;;;;
堕指裂肤;duò zhǐ liè fū;les doigts gèlent et la peau craque;un froid qui paralyse les membres et déchire la peau;il fait un froid à pierre fendre. ;;;;;;;;;
骈拇枝指;pián mǔ qí zhǐ;orteils soudés et double pouce;chose inutile;être la cinquième roue du carrosse.;;;;;;;;;
掐指一算;qiā zhǐ yī suàn;compter sur les doigts;conjecturer (présumer). ;;;;;;;;;;
屈指可数;qūzhǐ kě shǔ;qui peut se compter sur les doigts de la main;peu nombreux. ;;;;;;;;;;
十指连心;shí zhǐ lián xīn;les dix doigts reliés au cœur;être en relation étroite avec;être étroitement lié à.;;;;;;;;;
首屈一指;shǒu qū yī zhǐ;indiquer le chiffre un avec son doigt;être le premier en son genre;surpasser tous les autres;être de première qualité (force);occuper la première place. ;;;;;;;
弹指之间;tan zhǐ zhī jiān;le temps d'une chiquenaude;en moins de deux;en un clin d'œil (Aussi  一弹指尖 yī tán zhǐ jiān).;;;;;;;;;
指不胜屈;zhǐ bù shèng qū;plus qu'on en peut compter sur les doigts;en grande quantité.   ;;;;;;;;;;
指腹为婚;zhǐ fù wéi hūn;proposer un mariage en montrant du doigt le bébé dans le ventre;fiancer les enfants encore dans le sein de leur mère;décider de marier deux enfants encore non nés (Aussi  指腹成亲 zhǐ fù chéng qīn).;;;;;;;;;
背城借一;bèi chéng jiè yī;le dos au mur, tenter un dernier effort;tenter sa dernière chance;livrer une bataille décisive;faire un ultime effort;;se battre le dos au mur;brûler ses vaisseaux (Aussi  背城一战 bèi chéng yī zhàn). ;;;;;
背道而驰;bèi dào ‘ér chí;s’en aller en tournant le dos;;prendre le contre-pied de;aller à rebours de l’évolution générale. ;;;;;;;;
背水一战;bèi shuǐ yī zhàn ;livrer bataille le fleuve dans le dos;tenter la dernière chance;;jouer le tout pour le tout;brûler ses vaisseaux.;;;;;;;
汗流浃背;hàn liú jiā bèi;dos ruisselant de sueur;ruisselant de sueur;transpirer (suer) par tous ses poressuer à grosses gouttesêtre en nage.;;;;;;;;;
芒刺在背;máng cì zài bèi ;comme des piquants dans le dos;être très agité ne pas tenir en place d’inquiétude ou de peur.;;;;;;;;;;
挨肩擦背;āi jiān cā bèi;épaule contre épaule et dos à dos;;serrés comme des sardines (Aussi  挨肩擦背 āi jiān cābèi挨肩叠背 āi jiān dié bèi挨肩迭背 āi jiān dié bèi摩肩接踵 mó jiān jiē zhǒng比肩接踵 bǐ jiān jiē zhǒng接踵比肩 jiē zhǒng bǐ jiān挨肩擦膀 āi jiān cā bǎng).;;;;;;;;;
膀大腰圆;bǎng dà yāo yuán;larges épaules et taille ronde;costaud (Fam.) (Aussi  膀阔腰圆 bǎng kuò yāo yuán).;;;;;;;;;;
并肩作战;bìng jiān zuò zhàn;combattre épaule contre épaule (côte à côte);collaborer.;;;;;;;;;;
拱肩缩背;gǒng jiān suō bèi;(le cou) rentré dans les épaules et l'échine courbée;air misérable et maladif;;un air de chien battu.;;;;;;;;
肩摩毂击;jiān mó gǔ jī;épaule contre épaule, voiture contre voiture;files ininterrompues de voitures;encombrements et bousculades. ;;;;;;;;;
望其肩背; wàng qí jiān bèi;voir les épaules et le dos de quelqu'un;être en mesure d’attraper quelqu'un;toucher au but (Aussi  望其项背 wàng qí xiàng bèi).;;;;;;;;;
胁肩谄笑;xié jiān chǎn xiào;hausser les épaules et arborer un sourire enjôleur;adresser un sourire patelin;faire des courbettes et des risettes.;;;;;;;;;
肠断心碎;cháng duàn xīn suì;les entrailles déchirées et le cœur brisé;avoir un poignard planté dans le cœur;avoir le cœur brisé. ;;;;;;;;;
愁肠百结;chóu cháng bǎi jié;les intestins noués de chagrin être accablé de soucis ou de peine.;;;;;;;;;;;
古道热肠;gǔ dào rè cháng;la voie des Anciens vers la droiture et entrailles chaudes;un brave cœur;être serviable;bienveillant et généreux;être bon comme l’or;avoir un cœur d’or.;;;;;;
刮肠洗胃;guā cháng xǐ wèi;racler l’intestin et nettoyer l’estomac;changement.;;;;;;;;;;
回肠荡气;huí cháng dàng qì;qui retourne les entrailles et purifie les poumons;(œuvre) très émouvante. ;;;;;;;;;;
回肠九转;huí cháng jiǔ zhuǎn ;qui retourne neuf fois les intestins;qui noue les entrailles;être extrêmement impatient et anxieux;être sur des charbons ardents. ;;;;;;;;
饥肠辘辘;jī cháng lùlù;avoir les intestins qui gargouillent de faim;ressentir une faim dévorante;crever de faim;crever la dalle (Fam.);avoir l'estomac dans les talons;avoir le ventre creux (Aussi  饥肠雷鸣 jī cháng léi míng).;;;;;;
牵肠挂肚;qiān cháng guà dù;les entrailles tiraillées et l’estomac en suspens;avoir des inquiétudes  se faire du souci;se faire du mauvais sang, de la bile. (Aussi  牵肠割肚 qiān cháng gē dù挂肚牵肠 guà dù qiān cháng).;;;;;;;;;
倾肠倒肚;qīng cháng dào dù ;verser les entrailles et vider le ventre;débiter tout ce qu'on a sur le cœur;;vider son cœur;s'épancher avec abandon;dévider son chapelet (Aussi  清肠倒肚 qīng cháng dào dù).;;;;;;
柔肠寸断;róu cháng cùn duàn;les tendres entrailles se brisent pouce après pouce;souffrir de l’absence de l’aimé (pour une femme).;;;;;;;;;;
搜肠刮肚;sōu cháng guā dù;fouiller ses entrailles et racler son ventre;chercher des idées;se creuser la tête (la cervelle).;;;;;;;;;
搜索枯肠;sōu suǒ kū cháng;fouiller un intestin desséché;déployer toutes les ressources de son esprit;chercher assidument;se creuser la cervelle (la tête).;;;;;;;;
直肠直肚;zhí cháng zhí dù;entrailles et ventre droits;être franc;avoir son franc-parler.;;;;;;;;;
岸然道貌;àn rán dào mào;un visage grave comme celui d’un taoïste;jouer les petits saints;faire le bon apôtre;être sérieux comme un pape (Aussi  道貌岸然 dào mào’ àn rán).;;;;;;;;
白面书生;bái miàn shū shēng;étudiant au visage pâle;jeune intellectuel inexpérimenté;frais émoulu. ;;;;;;;;;
半面之交;bàn miàn zhī jiāo;ne connaître quelqu'un de vue;avoir une connaissance superficielle de quelqu’un (Aussi  拌面之旧 bàn miàn zhī jiù半面之识bàn miàn zhī shí半面之雅 bàn miàn zhī yǎ).;;;;;;;;;;
本来面目;běn lái miàn mù;le vrai visage;l’aspect originel.;;;;;;;;;;
别开生面;bié kāi shēng miàn;nouveau visage;se faire remarquer par quelque chose d’inédit;sortir du commun;ouvrir une nouvelle perspective toute fraîche;faire du nouveau.;;;;;;;
才貌双全;cái mào shuāng quán ;être aussi talentueux que beau.;;;;;;;;;;;
翻脸无情;fān liǎn wú qíng ;changer brusquement de visage envers quelqu'un;se brouiller soudain avec quelqu'un;;tourner le dos à une vieille connaissance. ;;;;;;;;
汗颜无地;hàn yán wú dì;ne savoir où se cacher le visage de honte;sentir la honte monter au visage;être confus;mourir de honte;vouloir être à cent pieds sous terre.;;;;;;;
和颜悦色;hé yán yuè sè ;prendre un air aimable et enjoué;être complaisant. ;;;;;;;;;;
红光满面;hóng guāng mǎn miàn;avoir une mine illuminée;avoir un teint très coloré;être haut en couleurs. ;;;;;;;;;
厚貌深情;hòu mào shēnqíng;un visage affable, mais une pensée insondable;inspirer la méfiance;avoir un comportement équivoque.;;;;;;;;;
厚颜无耻;hòu yán wú chǐ;visage épais sans honte;être sans vergogne;être effronté (impudent) n'avoir honte de rien;ne rougir de rien;n'avoir aucune pudeur;toute honte bue.;;;;;;
花容月貌;huā róng yuè mào;un visage de fleur et un teint de lune;femme très belle.;;;;;;;;;;
泪流满面;lèi liú mǎn miàn;le visage couvert de larmes;fondre en larmes;être affligé (navré).;;;;;;;;;
满脸堆笑;mǎn liǎn duī xiào;arborer un sourire trop large sur son visage;;faire bon visage à quelqu’un.;;;;;;;;;
满脸泪痕;mǎn liǎn lèi hén;visage baigné de larmes;visage éploré. ;;;;;;;;;;
满面春风;mǎn miàn chūn fēng;le vent doux du printemps caresse le visage;son visage respire la joie printanière;avoir un visage radieux (épanoui);un visage rayonnant de bonheur;mine enjouée.;;;;;;;
貌不惊人;mào bù jīng rén;visage qui n'en impose pas;avoir une mine insignifiante;;ne pas payer de mine. ;;;;;;;;
貌合神离;mào hé shén lí;unis en apparence mais désunis dans l’esprit;entente apparente, divorce des âmes;relations peu sincères.;;;;;;;;;
没脸没皮;méi liǎn méi pí ;n'avoir ni face ni peau;être sans pudeur;effronté.;;;;;;;;;
面不改色;miàn bù gǎisè;le visage ne change pas de couleur;rien ne se lit sur son visage;rester impassible;;faire bonne mine à mauvais jeu;regarder le péril en face;;garder tout son sang-froid.;;;;
面红耳赤;miàn hóng ěr chì;visage rouge, oreilles écarlates;rougir jusqu’aux oreilles;la rougeur (le sang) lui monte au visage;;rougir comme une cerise (comme un coq, comme une écrevisse) de honte ou de colère;rougir jusqu’à la racine des cheveux;devenir cramoisi (écarlate).;;;;;
面黄肌瘦;miàn huáng jī shòu;teint jaune et corps décharné;être maigre et pâle avoir très mauvaise mine.;;;;;;;;;;
面面相觑;miànmiàn xiàng qù;se regarder mutuellement sans savoir que faire;s'interroger du regard;s’entre-regarder sans oser dire un mot;s’interroger d’un regard consterné;rester muet l’un en face de l’autre.;;;;;;;
面目可憎;miàn mù kě zēng;visage qui fait horreur;visage hideux;mine répugnante;aspect repoussant;;tête à claques (Fam.).;;;;;;
面目全非;miàn mù quán fēi;le visage et les yeux transformés;méconnaissable;totalement défiguré;une transfiguration totale et bizarre. ;;;;;;;;
面目一新;miàn mù yī xīn;changer radicalement de visage et d’yeuxprendre un tour (un aspect) entièrement nouveau;changer en mieux.;;;;;;;;;;
面目狰狞;miàn mù zhēng níng;visage féroce;physionomie diabolique. ;;;;;;;;;;
面如白蜡;miàn rú bái là ;visage pâle comme la cire;avoir le teint cireux;pâle comme un linge (la mort).;;;;;;;;;
面如土色;miàn rú tǔ sè;un visage couleur de terre;avoir le visage terreux;;avoir une mine de déterré.;;;;;;;;
面授机宜;miàn shòu jī yí;donner des instructions à quelqu'un face à face;faire des confidences à quelqu'un en tête à tête;confier des affaires importantes et secrètes à quelqu'un de vive voix.;;;;;;;;;
面无人色;miàn wú rén sè;un visage dénué de couleur humaine;avoir le teint livide;un teint cadavérique;un visage exsangue;;pâle comme un (la)mort (comme un linge).;;;;;;
面有菜色;miàn yǒu càisè ;visage verdâtre;teint livide.;;;;;;;;;;
面有难色;miàn yǒu nánsè;montrer un air embarrassé;avoir un air perplexe;;faire grise mine. ;;;;;;;;
面誉背毁;miàn yù bèi huǐ;louer de face et détruire de dos;louer quelqu'un en sa présence et le calomnier par derrière.;;;;;;;;;;
面折廷争;miàn zhé tíng zhēng;ministre qui ose contredire directement son souverain face à face;formuler des critiques à la face de son supérieur. ;;;;;;;;;;
奴颜媚骨;nú yán mèi gǔ;visage d’esclave et os de flatteur;être obséquieux, servile;manières de courtisan;faire des courbettes;c'est une vraie carpette (Fam.);lécher les bottes (Fam.);manier la brosse à reluire.;;;;;
奴颜婢膝;nú yán bì xī;le visage d'un serviteur et les genoux d’une servante;attitude servile;être obséquieux (rampant);se mettre à genoux (courber l’échine, faire des courbettes, se mettre à plat ventre devant quelqu’un);manier la brosse à reluire;faire le chien couchant;lécher les bottes de quelqu'un (Fam.).;;;;;
品貌双全;pǐn mào shuāng quán;aussi beau de visage que vertueux. ;;;;;;;;;;;
其貌不扬;qí mào bú yáng;au visage ordinaire;sans originalité, commun.;;;;;;;;;;
千人一面;qiān rén yī miàn;mille personnes au même visage;d’un style stéréotypé;uniformité, banalité.;;;;;;;;;
强颜为笑;qiǎng yán wéi xiào;sourire de commande;faire semblant de rire;composer un sourire. ;;;;;;;;;
青面獠牙;qīng miàn liáo yá;au visage verdâtre et aux crocs acérés;démon;monstre diabolique;montrer ses crocs;C’est un vrai croque-mitaine ! (Aussi  青脸獠牙qīng liǎn liáo yá).;;;;;;;
人面兽心;rén miàn shòu xīn;face d'homme, cœur de bête;un monstre à face humaine. ;;;;;;;;;;
人面桃花;rén miàn táo huā;le visage de la femme aimée se reflète dans la fleur de pêcher  le souvenir mélancolique de la femme aimée. ;;;;;;;;;;;
容光焕发;róng guāng huàn fā;visage rayonnant;avoir le teint frais et éclatant;une mine florissante.;;;;;;;;;
素面朝天;sù miàn cháo tiān;une femme qui montre à l’empereur son visage sans maquillage;une femme sûre de son apparence, une femme confiante en sa beauté.;;;;;;;;;;
铁面无私;tiě miàn wú sī;un visage impartial comme un masque de fer;intégrité parfaite;fonctionnaire ou juge droit et intègre, incorruptible;les juges n’ont point de parents (Prov.).;;;;;;;;
唾面自干;tuò miàn zì gān;le crachat au visage sèche tout seul;patience extrême à supporter les outrages;subir des humiliations sans réagir. ;;;;;;;;;
笑脸相迎;xiào liǎn xiāng yíng;accueillir avec un visage souriant;sourire.;;;;;;;;;;
笑面夜叉;xiào miàn yè chā;un yaksha souriant;un démon souriant;personne méchante au visage souriant. ;;;;;;;;;
笑容满面;xiào róng mǎn miàn;être tout sourire sur le visage;être tout sourire. ;;;;;;;;;;
笑逐颜开;xiào zhú yán kāi ;un large sourire s’épanouit sur son visage; un visage gai et riant;se dérider;;;;;;;;;
杏脸桃腮;xìng liǎn táo sāi;visage d’abricot et joues de pêche;jolie femme au teint frais;jolie comme un cœur. ;;;;;;;;;
凶相毕露;xiōng xiàng bì lù;son visage trahit toute sa cruauté;laisser voir toute sa férocité.;;;;;;;;;;
羞愧满面;xiū kuì mǎn miàn;sentir la honte monter au visage;être confus;rougir de pudeur (de honte).;;;;;;;;;
仰面朝天;yǎng miàn cháo tiān;tomber à la renverse, le visage face au ciel;tomber sur le dos;être couché sur le dos;avoir les quatre fers en l’air.;;;;;;;;
以泪洗面;yǐ lèi xǐ miàn;un visage baigné de larmes.;;;;;;;;;;;
以貌取人;yǐ mào qǔ rén;juger quelqu'un sur son visagepréjuger d’après les apparences.;;;;;;;;;;;
音容笑貌;yīn róng xiào mào;à la voix et au visage souriant;agréable manière de parler et de sourire;expression avenante. ;;;;;;;;;
驻颜有术;zhù yán yǒu shù;posséder des secrets pour conserver la fraîcheur de son teint;maîtriser l'art de paraître jeune;avoir le moyen de conserver sa jeunesse. ;;;;;;;;;
肝肠寸断;gān cháng cùn duàn;les foies et les entrailles déchirés pouce par pouce;souffrir vivement;percer (déchirer, fendre) le cœur;avoir le cœur brisé.;;;;;;;;
肝胆楚越;gān dǎn chǔ yuè;bien qu’étant aussi proches que le foie et la vésicule biliaire, ils s’entendent comme Chu et Yue;avoir des relations apparemment étroites mais se méfier au fond;union en apparence, accord de façade;dissentiment caché entre voisins. ;;;;;;;;
